Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
200.0,-0.967,0.029,0.343,1.208,-3.52,-1.33,-0.994,0.145,-0.117,-0.219,-3.01,0.545,-1.001,-0.083,0.024,-0.295,-2.769,-2.509,-0.96,0.212,0.208,0.385,-3.5,0.064,-0.987,-0.279,0.068,-2.192,-0.807,-0.466
220.0,-0.968,0.029,0.344,1.233,-4.108,-1.435,-0.997,0.142,-0.117,0.078,-3.01,0.744,-1.003,-0.098,0.02,0.415,-2.945,-2.384,-0.963,0.214,0.209,-0.07,-3.5,-0.267,-0.985,-0.285,0.069,-2.574,-0.977,-1.283
240.0,-0.964,0.029,0.344,1.776,-4.48,-1.502,-0.996,0.145,-0.113,0.053,-2.986,0.705,-1.003,-0.098,0.023,0.414,-3.24,-2.27,-0.967,0.218,0.212,0.49,-3.14,-0.394,-0.985,-0.289,0.068,-2.523,-1.171,-1.865
260.0,-0.961,0.03,0.343,1.96,-3.996,-1.512,-0.995,0.146,-0.112,-0.185,-2.838,0.588,-1.001,-0.096,0.03,0.371,-3.266,-2.108,-0.97,0.217,0.209,0.817,-3.22,-0.42,-0.98,-0.286,0.072,-2.562,-1.497,-1.993
280.0,-0.965,0.03,0.343,2.091,-2.876,-1.54,-0.996,0.143,-0.114,-0.144,-2.819,0.642,-0.999,-0.092,0.032,0.214,-2.972,-2.061,-0.97,0.218,0.207,1.243,-3.147,-0.42,-0.977,-0.288,0.077,-2.827,-1.54,-2.212
300.0,-0.969,0.03,0.344,2.324,-2.59,-1.521,-0.997,0.14,-0.114,0.116,-2.94,1.05,-0.998,-0.091,0.031,0.037,-2.623,-2.037,-0.969,0.221,0.208,0.622,-2.918,-0.485,-0.978,-0.294,0.076,-2.634,-1.596,-2.161
320.0,-0.965,0.03,0.344,2.253,-2.509,-1.449,-0.997,0.143,-0.114,-0.058,-2.835,1.302,-1.0,-0.098,0.023,0.624,-2.615,-1.747,-0.965,0.22,0.207,-0.544,-2.572,-0.56,-0.978,-0.3,0.072,-1.28,-1.555,-1.694
340.0,-0.96,0.032,0.345,1.286,-1.616,-1.424,-0.996,0.146,-0.115,-0.328,-2.73,1.36,-1.0,-0.093,0.021,0.826,-3.129,-1.831,-0.964,0.217,0.207,-0.841,-2.38,-0.634,-0.98,-0.301,0.07,1.017,-1.685,-1.351
360.0,-0.962,0.033,0.343,1.061,-0.856,-1.601,-0.996,0.144,-0.116,-0.291,-2.789,1.452,-1.002,-0.087,0.025,0.175,-3.787,-2.137,-0.964,0.214,0.208,-1.199,-2.36,-0.92,-0.985,-0.295,0.072,2.923,-1.931,-1.376
380.0,-0.963,0.033,0.345,1.219,-0.602,-1.644,-0.996,0.143,-0.113,-0.162,-2.918,1.54,-1.0,-0.093,0.027,0.378,-3.817,-2.099,-0.965,0.213,0.208,-1.526,-2.286,-1.203,-0.981,-0.288,0.069,3.213,-1.96,-1.442
400.0,-0.962,0.03,0.344,1.503,-0.518,-1.595,-0.997,0.145,-0.113,-0.161,-2.895,1.603,-0.999,-0.101,0.028,0.973,-3.78,-1.882,-0.965,0.216,0.211,-1.442,-2.212,-1.389,-0.976,-0.283,0.069,3.078,-1.743,-1.719
420.0,-0.963,0.028,0.346,1.473,-0.15,-1.87,-0.996,0.145,-0.114,-0.124,-2.886,1.782,-1.004,-0.093,0.028,0.53,-3.765,-1.718,-0.963,0.218,0.212,-1.451,-2.204,-1.46,-0.977,-0.279,0.068,2.494,-1.504,-1.646
440.0,-0.96,0.027,0.342,1.217,0.801,-1.971,-0.996,0.144,-0.113,-0.138,-2.862,1.891,-1.002,-0.093,0.03,0.294,-3.637,-1.64,-0.967,0.217,0.209,-1.91,-2.448,-1.313,-0.981,-0.28,0.066,1.686,-1.561,-1.655
460.0,-0.968,0.031,0.35,1.492,1.113,-1.972,-0.997,0.143,-0.114,0.091,-2.988,2.046,-1.002,-0.093,0.03,0.143,-3.6,-1.61,-0.961,0.216,0.208,-2.039,-2.293,-1.103,-0.983,-0.28,0.065,0.715,-1.61,-1.68
480.0,-0.976,0.024,0.35,0.085,-0.507,-1.75,-0.995,0.145,-0.115,0.115,-2.8,2.132,-1.002,-0.097,0.032,0.757,-3.511,-1.481,-0.958,0.213,0.211,-2.099,-2.087,-0.982,-0.978,-0.286,0.062,-0.458,-1.242,-1.635
500.0,-0.96,0.034,0.33,0.363,-0.15,-1.804,-0.999,0.146,-0.113,-0.162,-2.816,2.329,-1.001,-0.088,0.029,0.849,-3.399,-1.513,-0.971,0.213,0.204,-1.704,-1.752,-1.379,-0.979,-0.287,0.065,-0.607,-0.715,-1.576
520.0,-0.958,0.038,0.352,3.08,3.267,-2.026,-0.996,0.147,-0.115,-0.198,-2.928,2.402,-1.002,-0.087,0.027,0.514,-3.523,-1.918,-0.963,0.218,0.207,-1.053,-1.75,-1.818,-0.983,-0.286,0.068,-0.397,-0.577,-1.469
540.0,-0.97,0.032,0.343,3.062,-0.279,-1.811,-0.996,0.143,-0.114,-0.14,-2.87,2.45,-0.999,-0.1,0.031,1.367,-3.546,-1.924,-0.961,0.223,0.208,-1.094,-1.564,-1.771,-0.983,-0.285,0.067,-0.657,-0.795,-1.505
560.0,-0.964,0.028,0.325,0.65,0.242,-1.641,-0.997,0.143,-0.112,-0.166,-2.854,2.455,-1.002,-0.086,0.031,0.733,-3.562,-1.793,-0.956,0.227,0.211,-2.183,-1.599,-1.655,-0.982,-0.289,0.068,-1.236,-0.794,-1.733
580.0,-0.967,0.033,0.339,-0.14,2.66,-1.47,-0.995,0.15,-0.113,-0.49,-2.66,2.52,-1.003,-0.086,0.027,-0.039,-3.97,-1.996,-0.96,0.225,0.214,-3.565,-1.61,-1.379,-0.986,-0.292,0.072,-0.385,-0.525,-1.356
600.0,-0.967,0.031,0.342,-0.21,3.43,-1.47,-0.999,0.15,-0.114,-0.42,-3.01,2.38,-1.001,-0.099,0.028,0.218,-3.963,-2.011,-0.96,0.22,0.213,-3.772,-1.871,-1.055,-0.986,-0.289,0.073,0.752,-0.629,-1.094
620.0,-0.971,0.031,0.343,0.818,3.24,-1.4,-0.996,0.152,-0.11,-0.14,-3.01,2.52,-1.0,-0.095,0.03,1.26,-4.13,-1.867,-0.961,0.21,0.212,-2.261,-2.158,-0.78,-0.983,-0.282,0.07,0.908,-1.286,-1.19
640.0,-0.968,0.032,0.338,1.61,2.45,-1.4,-0.996,0.153,-0.11,-0.495,-2.864,2.381,-1.006,-0.093,0.032,0.327,-4.12,-1.753,-0.966,0.214,0.208,-0.776,-2.368,-0.631,-0.984,-0.279,0.069,-0.254,-1.772,-1.1
660.0,-0.97,0.031,0.336,1.137,2.659,-1.468,-0.996,0.152,-0.112,-0.558,-2.748,2.51,-1.0,-0.094,0.029,0.91,-3.99,-1.82,-0.961,0.214,0.21,-1.099,-2.659,-0.63,-0.983,-0.286,0.074,-0.734,-1.881,-0.47
680.0,-0.972,0.032,0.34,0.541,2.538,-1.345,-0.998,0.149,-0.114,-0.458,-2.665,2.52,-1.002,-0.095,0.034,-0.133,-4.06,-1.89,-0.963,0.216,0.205,-1.599,-2.035,-0.699,-0.983,-0.293,0.067,0.081,-1.759,0.018
700.0,-0.974,0.03,0.337,0.077,2.11,-1.125,-0.998,0.146,-0.111,-0.177,-2.974,2.771,-0.996,-0.103,0.038,0.763,-3.435,-1.612,-0.968,0.214,0.206,-1.742,-2.154,-0.7,-0.987,-0.293,0.065,0.483,-2.014,0.052
720.0,-0.971,0.036,0.339,0.682,3.053,-1.256,-0.994,0.149,-0.111,-0.083,-2.907,2.626,-1.004,-0.095,0.037,0.448,-3.43,-1.739,-0.965,0.212,0.209,-1.472,-2.081,-0.7,-0.985,-0.293,0.065,0.774,-2.286,-0.293
740.0,-0.977,0.03,0.343,0.632,1.414,-1.192,-0.996,0.154,-0.114,-0.002,-2.665,2.532,-1.003,-0.093,0.034,0.835,-3.43,-1.698,-0.964,0.214,0.21,-1.333,-1.702,-0.765,-0.981,-0.29,0.065,1.12,-2.45,-0.84
760.0,-0.971,0.033,0.326,0.768,0.427,-1.189,-0.996,0.152,-0.11,-0.21,-2.87,2.17,-1.003,-0.089,0.031,0.617,-3.657,-1.816,-0.964,0.212,0.21,-1.461,-1.93,-0.704,-0.983,-0.29,0.063,0.77,-2.24,-1.33
780.0,-0.967,0.028,0.326,0.404,1.566,-1.121,-0.993,0.153,-0.111,-0.511,-2.481,1.903,-1.0,-0.094,0.034,0.541,-3.644,-1.89,-0.962,0.21,0.213,-1.353,-2.022,-0.7,-0.983,-0.29,0.066,1.05,-2.03,-0.98
800.0,-0.973,0.031,0.331,0.14,1.906,-1.189,-0.997,0.154,-0.11,-0.7,-2.52,1.96,-0.999,-0.095,0.032,1.285,-3.57,-1.635,-0.966,0.209,0.212,-0.825,-2.134,-0.74,-0.982,-0.289,0.066,1.47,-1.82,-0.77
820.0,-0.974,0.028,0.33,0.252,2.23,-1.066,-0.996,0.153,-0.112,-0.758,-2.39,1.895,-0.998,-0.096,0.036,1.275,-3.57,-1.413,-0.966,0.207,0.211,-0.345,-2.227,-0.928,-0.983,-0.285,0.065,1.26,-1.96,-0.7
840.0,-0.972,0.026,0.335,0.757,1.86,-0.981,-0.996,0.153,-0.11,-0.838,-2.583,2.01,-1.002,-0.093,0.036,0.416,-3.59,-1.47,-0.965,0.209,0.209,-0.438,-2.214,-0.941,-0.981,-0.282,0.063,0.77,-2.1,-0.49
860.0,-0.973,0.03,0.328,0.524,1.567,-1.046,-0.998,0.147,-0.113,-0.509,-2.458,2.286,-1.006,-0.09,0.033,-0.229,-3.753,-1.526,-0.963,0.213,0.209,-1.046,-2.099,-0.94,-0.979,-0.284,0.066,0.638,-2.099,-0.403
880.0,-0.975,0.031,0.328,0.395,1.441,-0.883,-0.997,0.151,-0.108,-0.49,-2.64,2.377,-1.002,-0.093,0.037,-0.233,-3.832,-1.385,-0.962,0.214,0.209,-1.656,-2.052,-0.968,-0.976,-0.288,0.064,1.042,-2.039,-0.027
900.0,-0.974,0.029,0.327,0.175,1.275,-0.889,-0.994,0.154,-0.108,-0.615,-2.556,2.317,-1.001,-0.096,0.039,-0.307,-3.71,-1.18,-0.967,0.211,0.209,-1.814,-2.076,-0.875,-0.977,-0.285,0.064,0.817,-1.848,0.19
920.0,-0.971,0.026,0.323,0.079,1.34,-1.022,-0.997,0.156,-0.11,-0.567,-2.326,2.31,-1.002,-0.098,0.038,-0.684,-3.683,-1.165,-0.968,0.21,0.208,-1.64,-1.97,-0.6,-0.98,-0.286,0.063,0.365,-1.82,0.09
940.0,-0.974,0.027,0.324,0.15,1.513,-1.05,-0.997,0.154,-0.111,-0.618,-2.31,2.31,-1.0,-0.097,0.04,-0.411,-3.39,-1.32,-0.968,0.21,0.206,-0.961,-2.087,-0.245,-0.979,-0.289,0.061,-0.162,-1.642,-0.403
960.0,-0.975,0.028,0.325,0.352,1.506,-0.998,-0.996,0.155,-0.11,-0.69,-2.421,2.366,-1.0,-0.099,0.04,0.223,-2.893,-1.198,-0.969,0.208,0.207,-0.256,-2.161,0.08,-0.983,-0.289,0.064,-0.463,-1.334,-0.803
980.0,-0.975,0.029,0.324,0.531,1.259,-0.98,-0.993,0.162,-0.11,-0.7,-2.184,2.38,-1.0,-0.095,0.038,0.656,-2.563,-1.017,-0.966,0.212,0.21,0.166,-2.075,0.472,-0.982,-0.292,0.065,-0.363,-1.135,-0.639
1000.0,-0.976,0.028,0.324,0.616,1.113,-0.98,-0.996,0.156,-0.11,-0.53,-2.396,2.437,-1.0,-0.089,0.037,0.669,-2.315,-1.114,-0.962,0.22,0.215,-1.003,-1.912,0.759,-0.99,-0.29,0.064,-0.286,-0.994,-0.715
1020.0,-0.977,0.027,0.325,0.63,0.764,-1.018,-0.996,0.157,-0.109,-0.49,-2.196,2.337,-1.0,-0.089,0.03,0.321,-2.338,-1.309,-0.96,0.216,0.224,-2.297,-2.265,0.908,-0.988,-0.278,0.066,-1.111,-1.703,-1.138
1040.0,-0.976,0.024,0.324,0.55,0.56,-0.97,-0.994,0.16,-0.11,-0.657,-2.281,2.211,-1.004,-0.09,0.032,0.413,-3.303,-1.26,-0.959,0.209,0.214,-3.211,-3.007,0.547,-0.983,-0.281,0.073,-2.505,-2.236,-1.779
1060.0,-0.975,0.023,0.322,0.852,0.64,-0.91,-0.995,0.159,-0.11,-0.625,-2.209,2.081,-1.001,-0.09,0.043,0.364,-3.427,-1.209,-0.959,0.201,0.213,-1.363,-2.665,0.316,-0.981,-0.284,0.073,-2.111,-2.655,-1.418
1080.0,-0.98,0.019,0.324,0.195,0.016,-0.936,-0.994,0.159,-0.11,-0.388,-2.223,1.933,-1.0,-0.102,0.04,0.62,-2.8,-0.78,-0.953,0.201,0.211,0.375,-2.979,-0.219,-0.978,-0.287,0.074,-1.817,-2.667,-1.034
1100.0,-0.973,0.029,0.318,0.097,-0.047,-1.112,-0.995,0.161,-0.109,-0.557,-1.981,1.775,-1.004,-0.088,0.041,0.792,-2.814,-0.937,-0.969,0.207,0.21,1.182,-3.267,-0.932,-0.975,-0.299,0.076,-0.859,-2.407,-0.469
1120.0,-0.971,0.04,0.328,2.726,0.22,-1.152,-0.993,0.158,-0.112,-0.593,-1.991,1.873,-1.003,-0.085,0.039,0.145,-3.129,-1.134,-0.965,0.208,0.211,2.192,-3.431,-1.223,-0.98,-0.306,0.077,1.602,-2.318,0.404
1140.0,-0.982,0.034,0.338,3.779,-1.118,-0.933,-0.994,0.157,-0.111,-0.493,-1.912,2.104,-1.006,-0.095,0.04,0.112,-3.417,-1.325,-0.957,0.213,0.215,1.809,-4.146,-2.127,-0.98,-0.302,0.075,3.524,-2.52,0.542
1160.0,-0.978,0.022,0.312,1.519,-2.476,-0.798,-0.996,0.158,-0.11,-0.316,-1.93,2.17,-1.0,-0.101,0.04,1.198,-2.875,-0.857,-0.956,0.214,0.224,0.681,-4.48,-2.25,-0.981,-0.299,0.066,4.617,-2.503,0.299
1180.0,-0.971,0.024,0.317,0.854,-0.877,-0.84,-0.994,0.161,-0.112,-0.274,-2.075,2.089,-0.999,-0.083,0.043,0.42,-2.719,-0.771,-0.954,0.206,0.226,1.371,-4.525,-1.983,-0.985,-0.301,0.062,5.212,-1.61,-0.419
1200.0,-0.978,0.025,0.326,1.142,-0.548,-0.888,-0.994,0.162,-0.113,-0.46,-2.03,1.814,-1.001,-0.091,0.046,0.498,-2.432,-0.989,-0.957,0.203,0.216,3.509,-4.259,-1.923,-0.984,-0.279,0.066,5.01,-1.367,-1.34
1220.0,-0.981,0.031,0.324,1.995,-0.607,-0.972,-0.997,0.159,-0.112,-0.399,-2.005,1.786,-0.999,-0.091,0.036,1.081,-2.114,-1.116,-0.97,0.208,0.211,5.216,-4.317,-1.671,-0.979,-0.263,0.071,2.432,-1.936,-2.019
1240.0,-0.981,0.033,0.325,2.417,-1.693,-0.882,-0.993,0.16,-0.111,-0.158,-1.864,1.883,-1.001,-0.095,0.041,1.678,-2.378,-0.971,-0.976,0.221,0.211,5.633,-4.628,-1.043,-0.976,-0.264,0.074,0.181,-2.639,-1.616
1260.0,-0.976,0.029,0.323,2.24,-2.911,-0.736,-0.995,0.161,-0.112,-0.371,-1.718,1.82,-0.999,-0.091,0.042,1.077,-2.091,-0.773,-0.972,0.22,0.209,4.907,-4.743,0.048,-0.974,-0.275,0.077,-0.451,-2.8,0.196
1280.0,-0.975,0.029,0.326,2.149,-3.684,-0.541,-0.991,0.16,-0.112,-0.373,-1.635,1.791,-1.005,-0.078,0.035,-0.14,-1.96,-1.26,-0.966,0.215,0.199,4.865,-4.654,1.194,-0.974,-0.285,0.08,-0.439,-2.78,0.923
1300.0,-0.974,0.031,0.327,1.87,-4.258,-0.35,-0.995,0.164,-0.109,0.095,-1.913,1.558,-0.999,-0.097,0.039,1.061,-1.96,-1.203,-0.965,0.212,0.199,4.823,-4.049,2.366,-0.981,-0.293,0.073,0.178,-2.558,1.263
1320.0,-0.984,0.031,0.338,2.03,-4.85,-0.291,-1.0,0.161,-0.11,0.101,-1.946,1.612,-0.998,-0.089,0.042,1.12,-1.792,-1.051,-0.968,0.21,0.205,3.588,-3.252,3.135,-0.986,-0.295,0.061,0.975,-2.163,1.811
1340.0,-0.983,0.034,0.334,1.947,-5.816,-0.167,-0.993,0.168,-0.11,-0.242,-1.804,1.086,-0.999,-0.095,0.04,0.585,-1.41,-0.836,-0.969,0.207,0.209,2.455,-3.002,3.057,-0.985,-0.284,0.06,0.89,-1.919,1.635
1360.0,-0.984,0.033,0.334,1.434,-7.765,-0.278,-0.993,0.162,-0.115,-0.326,-1.638,0.831,-0.995,-0.092,0.041,1.094,-0.754,-0.598,-0.962,0.2,0.235,2.452,-3.07,2.551,-0.989,-0.281,0.06,0.592,-1.643,0.836
1380.0,-0.964,0.038,0.329,1.198,-7.353,-0.214,-0.994,0.161,-0.109,0.063,-1.524,0.7,-1.004,-0.085,0.036,0.777,-0.804,-1.012,-0.962,0.206,0.248,3.692,-4.059,2.265,-0.997,-0.282,0.061,0.741,-2.026,0.7
1400.0,-0.967,0.036,0.32,1.65,-6.111,-0.348,-0.994,0.163,-0.112,-0.404,-1.313,0.695,-1.002,-0.092,0.033,1.314,-1.025,-1.018,-0.956,0.203,0.24,5.514,-4.821,1.486,-0.998,-0.287,0.067,1.682,-2.911,0.707
1420.0,-0.974,0.036,0.326,2.044,-5.172,-0.292,-0.994,0.162,-0.108,-0.84,-1.149,0.581,-1.0,-0.094,0.032,1.422,-0.993,-0.806,-0.953,0.202,0.23,8.965,-5.052,-0.022,-0.987,-0.276,0.067,1.91,-3.549,0.933
1440.0,-0.97,0.033,0.327,2.299,-4.914,-0.435,-0.996,0.157,-0.114,-0.826,-0.988,0.85,-1.0,-0.087,0.035,1.12,-1.352,-0.641,-0.965,0.221,0.221,10.483,-6.663,-0.907,-0.976,-0.265,0.076,0.358,-3.843,1.3
1460.0,-0.966,0.032,0.328,2.03,-4.62,-0.49,-0.996,0.158,-0.114,-0.356,-1.259,0.922,-0.996,-0.083,0.031,0.536,-0.898,-0.868,-0.961,0.236,0.215,11.93,-6.154,-0.799,-0.976,-0.276,0.07,0.78,-3.591,2.945
1480.0,-0.964,0.035,0.338,1.466,-4.475,-0.599,-0.994,0.16,-0.115,-0.624,-1.191,1.164,-1.0,-0.096,0.034,1.267,-0.913,-0.971,-0.95,0.221,0.227,11.448,-7.12,-0.217,-0.978,-0.277,0.06,2.221,-3.032,4.871
1500.0,-0.976,0.031,0.345,1.271,-5.734,-0.769,-0.995,0.158,-0.114,-0.572,-1.314,1.456,-1.004,-0.092,0.032,1.759,-1.159,-0.91,-0.953,0.207,0.231,15.149,-7.006,1.9,-0.979,-0.265,0.052,1.47,-1.82,5.67
1520.0,-0.971,0.033,0.333,1.051,-5.39,-0.769,-0.995,0.158,-0.114,-0.083,-1.484,1.518,-1.007,-0.085,0.031,1.462,-1.564,-0.858,-0.957,0.227,0.233,18.606,-8.479,3.277,-0.967,-0.258,0.053,-0.35,-0.428,5.746
1540.0,-0.973,0.028,0.348,1.33,-5.53,-0.56,-0.997,0.16,-0.116,0.312,-1.717,1.738,-1.007,-0.083,0.033,0.565,-1.978,-0.939,-0.971,0.237,0.251,20.751,-10.349,4.252,-0.976,-0.258,0.057,-1.35,0.637,5.973
1560.0,-0.97,0.028,0.342,1.87,-6.103,-0.56,-0.995,0.16,-0.114,0.13,-1.64,1.928,-1.006,-0.083,0.024,0.505,-2.35,-1.055,-0.965,0.219,0.29,29.433,-13.043,5.781,-0.978,-0.254,0.071,-1.468,1.244,6.232
1580.0,-0.96,0.039,0.343,2.097,-5.689,-0.358,-0.995,0.158,-0.117,0.344,-1.775,2.021,-1.006,-0.091,0.022,0.873,-2.88,-1.087,-0.935,0.173,0.309,54.961,-13.326,10.617,-0.996,-0.263,0.078,0.897,1.104,7.827
1600.0,-0.967,0.039,0.356,1.931,-6.113,-0.409,-0.993,0.162,-0.116,0.146,-1.655,2.03,-1.0,-0.089,0.034,1.244,-3.112,-0.882,-0.961,0.215,0.33,64.11,-14.514,12.302,-1.0,-0.245,0.076,0.64,-0.39,10.821
1620.0,-0.979,0.038,0.355,1.518,-7.489,-0.472,-0.993,0.161,-0.116,0.124,-1.693,2.127,-1.001,-0.083,0.035,0.655,-2.592,-0.81,-0.974,0.272,0.478,75.778,-19.001,16.271,-1.036,-0.088,0.17,-10.313,-9.555,16.009
1640.0,-0.975,0.031,0.339,1.402,-8.709,-0.688,-0.996,0.161,-0.116,0.36,-2.01,2.324,-1.004,-0.085,0.028,0.811,-2.446,-0.944,-0.962,0.359,0.597,78.041,-35.484,22.364,-0.971,-0.156,0.122,-9.923,-12.333,21.824
1660.0,-0.969,0.037,0.333,1.734,-8.168,-0.375,-0.996,0.164,-0.115,0.013,-2.026,2.304,-1.004,-0.084,0.026,1.206,-2.675,-1.009,-1.033,0.357,0.667,86.744,-49.461,29.004,-0.949,-0.197,0.128,-9.073,-7.552,26.086
1680.0,-0.963,0.035,0.336,-0.726,-6.74,0.061,-0.993,0.163,-0.114,-0.454,-1.578,2.363,-1.007,-0.083,0.026,0.437,-3.308,-1.184,-1.065,0.426,0.747,95.863,-57.236,37.806,-1.056,-0.155,0.29,-2.141,-13.34,34.48
1700.0,-0.95,0.038,0.335,-2.862,-4.483,0.004,-0.994,0.164,-0.114,-0.691,-1.499,2.51,-1.009,-0.09,0.025,0.27,-3.953,-1.232,-1.087,0.499,0.736,106.046,-79.597,49.717,-1.23,0.025,0.433,11.797,-33.017,46.318
1720.0,-0.951,0.031,0.337,-0.485,-2.734,0.029,-0.998,0.169,-0.118,-1.4,-1.671,2.334,-1.008,-0.089,0.024,1.1,-4.584,-0.962,-1.068,0.546,0.741,104.47,-95.528,56.634,-1.277,0.118,0.552,-1.05,-44.956,50.912
1740.0,-0.971,0.023,0.328,2.942,-3.406,0.067,-0.99,0.163,-0.12,-1.398,-1.47,2.192,-1.008,-0.082,0.028,0.744,-5.839,-0.91,-1.08,0.603,0.878,90.323,-115.917,65.106,-1.337,0.202,0.616,-35.467,-62.331,54.555
1760.0,-0.977,0.052,0.324,1.93,-4.216,-0.184,-0.996,0.162,-0.117,-0.745,-1.628,2.872,-1.003,-0.079,0.03,-0.179,-6.272,-0.86,-1.109,0.584,0.941,79.059,-126.738,74.115,-1.47,0.258,0.63,-60.996,-96.108,48.444
1780.0,-0.977,0.062,0.362,1.0,-3.244,-0.637,-0.996,0.162,-0.116,-0.725,-1.872,3.231,-1.003,-0.084,0.033,-0.647,-6.487,-0.728,-1.213,0.639,0.975,85.011,-146.56,97.031,-1.491,0.247,0.617,-102.111,-115.088,36.75
1800.0,-0.982,0.053,0.375,0.557,-3.248,-1.48,-0.991,0.167,-0.12,-1.584,-1.526,3.189,-1.004,-0.078,0.041,-1.001,-6.472,-1.077,-1.146,0.697,0.923,91.848,-157.912,119.813,-1.475,0.238,0.637,-135.88,-132.711,31.762
1820.0,-0.99,0.043,0.364,0.115,-6.437,-1.917,-0.994,0.163,-0.122,-1.674,-2.208,3.707,-1.0,-0.074,0.04,-0.219,-5.999,-1.558,-1.105,0.761,0.993,97.067,-163.433,142.617,-1.423,0.208,0.695,-139.911,-145.058,22.498
1840.0,-0.983,0.05,0.349,-1.061,-8.73,-1.827,-0.999,0.164,-0.121,-0.643,-2.909,3.85,-1.006,-0.091,0.027,1.147,-6.543,-1.958,-1.11,0.923,1.024,73.348,-176.307,154.985,-1.436,0.139,0.704,-139.933,-154.783,22.34
1860.0,-0.955,0.057,0.336,-3.037,-8.17,-1.738,-0.989,0.168,-0.117,-0.284,-2.874,3.841,-1.0,-0.082,0.041,1.456,-7.347,-1.68,-1.204,1.031,1.083,21.836,-202.163,159.929,-1.613,0.035,0.658,-137.517,-171.57,28.233
