Millis,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
2100.0,-1.022,0.001,0.162,3.57,-7.375,1.856,-1.008,0.089,0.01,0.653,-3.942,-0.055,-0.997,0.082,0.176,-19.123,-4.028,-8.6,-0.907,-0.469,0.037,6.324,8.802,5.844
2120.0,-1.029,0.002,0.159,4.243,-9.429,2.044,-1.007,0.044,0.009,0.79,-3.85,0.55,-0.989,0.08,0.182,-11.826,-2.998,-8.185,-0.903,-0.481,0.044,5.506,10.304,5.652
2140.0,-1.031,0.0,0.171,6.445,-11.911,3.036,-1.008,0.038,0.005,1.47,-4.132,2.807,-0.975,0.097,0.193,-9.572,-1.922,-7.57,-0.906,-0.496,0.048,7.333,11.418,5.516
2160.0,-1.03,-0.003,0.183,8.625,-14.017,3.911,-1.01,0.059,0.002,2.347,-4.551,4.308,-0.974,0.102,0.197,-10.904,-2.045,-7.651,-0.904,-0.486,0.032,10.49,12.908,5.96
2180.0,-1.012,-0.018,0.168,9.547,-13.93,3.865,-1.012,0.102,0.011,0.572,-4.647,4.299,-0.991,0.092,0.22,-10.205,-3.574,-7.887,-0.897,-0.478,0.027,9.261,14.006,5.18
2200.0,-1.018,-0.007,0.17,10.066,-15.288,3.742,-1.012,0.102,0.012,-0.549,-4.897,3.772,-0.987,0.075,0.235,-6.445,-4.261,-8.095,-0.898,-0.495,0.027,12.062,15.234,5.511
2220.0,-1.034,-0.018,0.176,11.442,-15.369,2.465,-1.011,0.06,-0.0,-0.163,-5.759,3.762,-0.985,0.065,0.245,2.336,-4.394,-6.599,-0.906,-0.485,0.025,17.059,16.102,7.263
2240.0,-0.983,-0.021,0.16,17.234,-13.981,2.222,-1.01,0.081,0.014,-0.799,-6.496,5.041,-0.956,0.093,0.234,16.066,-0.993,-3.261,-0.91,-0.458,0.016,17.146,16.324,7.77
2260.0,-1.001,0.003,0.206,20.857,-18.413,4.545,-1.007,0.068,0.015,-0.67,-6.553,6.058,-0.955,0.19,0.197,19.537,-0.589,1.013,-0.9,-0.463,0.006,15.365,17.11,8.396
2280.0,-0.98,0.055,0.215,22.4,-17.36,7.07,-1.005,0.07,0.014,-0.026,-6.392,7.03,-0.954,0.207,0.173,15.026,0.541,3.926,-0.912,-0.484,-0.007,19.437,18.482,10.951
2300.0,-0.973,0.041,0.233,20.51,-16.94,8.12,-0.999,0.082,0.02,0.378,-6.024,7.716,-0.95,0.225,0.184,10.192,0.22,5.576,-0.958,-0.475,-0.025,21.521,18.006,11.698
2320.0,-0.964,0.1,0.267,15.75,-14.98,12.53,-0.995,0.084,0.032,0.918,-5.077,7.94,-0.954,0.212,0.175,7.038,0.488,5.6,-0.968,-0.437,-0.033,18.766,15.258,11.156
2340.0,-0.96,0.046,0.272,11.13,-12.88,15.26,-0.998,0.075,0.034,2.572,-3.651,8.136,-0.957,0.209,0.17,5.394,0.143,4.925,-0.929,-0.419,-0.023,14.487,13.958,10.378
2360.0,-0.948,0.121,0.29,6.3,-9.73,17.15,-1.0,0.08,0.028,3.288,-2.606,8.781,-0.965,0.212,0.148,3.862,2.092,4.626,-0.911,-0.404,-0.014,11.639,13.415,10.961
