Millis,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
102280.0,-0.648,-0.527,-0.613,5.478,60.286,39.953,-0.267,-0.219,-0.676,40.392,35.55,-50.398,-0.058,0.106,1.466,6.16,-19.962,7.915,-0.203,0.328,0.921,-15.895,-21.837,-24.057
102300.0,-0.64,-0.29,-0.549,17.851,69.668,50.827,-0.377,-0.381,-0.648,38.961,46.352,-54.668,0.001,0.114,1.532,-12.562,-30.346,10.43,-0.208,0.383,0.979,-14.627,-6.336,-22.44
102320.0,-0.598,0.141,-0.674,-4.817,40.109,46.792,-0.574,-0.369,-0.617,23.667,46.293,-59.092,0.093,0.03,1.556,-28.275,-29.579,11.554,-0.212,0.334,1.057,-9.1,7.77,-16.24
102340.0,-0.522,0.206,-0.771,-19.16,86.521,66.841,-0.51,-0.399,-0.649,46.732,35.096,-43.358,0.243,0.019,1.723,-34.717,-42.941,9.375,-0.296,0.303,1.177,16.667,18.686,-9.468
102360.0,-0.655,0.226,-0.723,15.715,39.97,57.022,-0.446,-0.129,-0.456,20.319,26.733,-13.551,0.407,-0.039,1.737,-33.442,-14.872,-0.8,-0.299,0.381,1.285,25.511,21.063,-8.23
102380.0,-0.359,0.424,-0.726,32.974,48.849,63.884,-0.572,-0.693,-0.832,-31.278,49.687,11.558,0.48,-0.042,1.608,-14.498,14.807,-12.14,-0.321,0.495,1.404,24.99,18.27,-6.86
102400.0,-0.478,0.559,-0.749,-16.809,26.361,56.771,-0.618,-0.408,-0.876,3.748,14.754,23.46,0.51,0.096,1.56,-13.203,36.291,-19.783,-0.328,0.526,1.445,22.047,11.621,-2.127
102420.0,-0.494,0.577,-0.818,-85.339,22.0,52.328,-0.406,-0.227,-1.046,-20.133,27.629,48.922,0.489,0.166,1.816,-65.654,59.876,-21.897,-0.219,0.576,1.557,14.924,9.545,-0.996
102440.0,-0.623,-0.154,-1.037,-120.283,26.995,25.173,-0.475,-0.717,-1.182,-13.16,12.952,50.875,0.284,0.019,1.917,-95.129,75.689,-24.3,-0.291,0.517,1.637,20.319,16.089,3.775
102460.0,-0.911,-0.114,-1.314,-45.64,-27.37,-21.84,-0.462,-0.67,-1.122,24.154,-9.519,40.496,0.111,-0.109,1.79,-85.681,80.222,-30.81,-0.263,0.658,1.777,34.078,18.124,11.458
102480.0,-0.719,0.051,-1.19,-17.43,-9.45,-38.85,-0.432,-0.239,-1.005,32.22,-17.278,31.844,-0.063,-0.136,1.521,-51.849,75.86,-34.411,-0.224,0.718,1.854,18.213,28.016,13.225
102500.0,-0.621,0.076,-0.968,1.084,-12.996,-35.929,-0.537,0.102,-0.864,28.872,-20.74,12.52,-0.208,-0.096,1.413,-39.763,54.004,-33.237,-0.218,0.733,1.793,0.531,30.661,7.763
102520.0,-0.671,-0.415,-0.856,39.427,-11.352,-35.91,-0.611,0.292,-0.764,-12.342,-20.989,11.053,-0.212,-0.167,1.409,-35.241,42.054,-23.867,-0.196,0.732,1.741,-34.039,38.893,-3.108
102540.0,-0.797,-0.182,-0.851,56.07,-38.71,-50.54,-0.654,0.149,-0.762,-36.16,-24.544,24.851,-0.183,-0.274,1.218,12.56,44.522,-16.978,-0.211,0.657,1.765,-40.961,63.427,-6.582
102560.0,-0.775,0.047,-0.732,47.313,-42.852,-45.266,-0.706,-0.182,-0.759,-36.378,-27.936,31.5,-0.201,-0.061,1.028,41.429,44.021,-8.176,-0.443,0.426,1.771,-12.727,86.9,0.225
102580.0,-0.8,0.342,-0.713,23.725,-54.744,-30.43,-0.779,-0.269,-0.709,-27.504,-36.618,29.728,-0.197,0.026,0.867,26.403,33.362,-1.675,-0.638,0.435,1.722,50.402,95.729,18.662
102600.0,-1.001,0.201,-0.625,8.235,-48.388,-20.473,-0.703,-0.257,-0.706,-19.661,-42.117,21.085,-0.078,0.036,0.978,-16.415,28.061,-2.603,-0.668,0.537,1.56,57.963,88.935,23.931
102620.0,-0.879,0.052,-0.621,14.918,-59.596,-27.498,-0.53,-0.116,-0.761,-10.664,-44.136,18.377,-0.071,-0.127,0.904,-20.75,29.549,-8.734,-0.693,0.697,1.16,5.118,61.898,17.851
102640.0,-0.606,0.085,-0.642,28.066,-54.22,-27.7,-0.498,-0.001,-0.782,-11.143,-33.885,25.64,-0.081,-0.224,0.744,10.732,33.519,-15.54,-0.654,0.582,0.989,-74.557,34.088,-1.708
102660.0,-0.571,0.082,-0.645,21.531,-45.274,-22.328,-0.626,-0.098,-0.749,-23.468,-28.852,24.391,-0.094,-0.185,0.619,25.369,44.746,-25.499,-0.537,0.335,1.054,-88.173,25.818,-2.827
102680.0,-0.635,-0.059,-0.635,-1.907,-41.986,-20.862,-0.74,-0.19,-0.74,-24.161,-40.776,12.31,-0.152,-0.081,0.552,26.948,52.377,-27.492,-0.506,0.179,0.941,-54.244,24.692,-0.243
102700.0,-0.642,-0.163,-0.644,-4.771,-42.783,-28.037,-0.573,-0.143,-0.759,-5.17,-51.152,6.271,-0.162,-0.027,0.501,0.108,56.221,-27.118,-0.404,0.236,0.762,-33.881,25.45,1.961
102720.0,-0.668,-0.124,-0.623,-1.58,-41.547,-29.291,-0.538,-0.064,-0.708,1.627,-46.916,1.774,-0.145,-0.135,0.444,-13.083,65.034,-30.231,-0.342,0.313,0.62,-46.06,27.927,4.833
102740.0,-0.69,-0.019,-0.611,-3.054,-41.368,-21.182,-0.68,-0.12,-0.729,4.976,-47.264,-3.92,-0.178,-0.239,0.384,5.773,83.494,-36.812,-0.297,0.291,0.67,-53.328,35.573,10.198
102760.0,-0.626,-0.009,-0.655,-13.753,-43.577,-13.615,-0.76,-0.13,-0.773,17.182,-50.401,-3.874,-0.249,-0.228,0.31,29.005,99.277,-40.705,-0.316,0.182,0.726,-43.75,45.569,17.219
102780.0,-0.604,-0.063,-0.642,-24.086,-33.39,-8.728,-0.817,-0.026,-0.673,17.219,-55.18,3.57,-0.411,-0.042,0.258,33.681,111.691,-42.854,-0.386,0.191,0.649,-36.414,52.288,24.91
102800.0,-0.819,-0.16,-0.566,-29.378,-31.334,-8.178,-0.659,-0.025,-0.651,-2.664,-65.247,8.39,-0.517,-0.016,0.229,-0.011,120.888,-42.811,-0.391,0.304,0.423,-60.778,60.087,30.918
102820.0,-0.902,-0.195,-0.567,-20.198,-42.243,-9.574,-0.546,-0.099,-0.659,-15.152,-52.547,7.956,-0.59,-0.146,0.258,-18.41,132.23,-41.58,-0.386,0.251,0.385,-80.567,67.558,33.868
102840.0,-0.858,-0.019,-0.604,-9.058,-49.865,-7.908,-0.74,-0.178,-0.665,-17.928,-48.649,4.504,-0.752,-0.26,0.238,-8.292,146.335,-43.586,-0.404,0.089,0.436,-73.868,73.283,38.402
102860.0,-0.723,0.048,-0.568,-8.938,-45.062,-1.624,-0.883,-0.179,-0.591,-9.664,-45.36,1.065,-0.854,-0.172,0.19,7.98,161.7,-39.97,-0.507,0.119,0.358,-61.032,81.627,39.825
102880.0,-0.801,-0.088,-0.582,-16.258,-41.197,1.236,-0.971,-0.035,-0.584,-9.701,-54.334,10.169,-0.997,-0.063,0.238,-17.825,178.262,-42.495,-0.585,0.191,0.248,-80.813,84.908,32.499
102900.0,-0.889,-0.158,-0.547,-18.92,-41.629,-2.886,-0.78,0.023,-0.601,-19.32,-58.66,20.93,-1.162,-0.199,0.3,-65.86,186.185,-43.431,-0.631,0.171,0.144,-111.834,86.635,25.486
102920.0,-0.864,-0.126,-0.538,-14.175,-52.025,-5.729,-0.688,-0.053,-0.593,-24.143,-50.234,23.227,-1.224,-0.396,0.307,-66.495,194.325,-36.62,-0.696,0.068,0.067,-128.452,96.788,21.463
102940.0,-0.726,0.023,-0.51,-2.935,-47.939,-1.4,-0.703,-0.165,-0.567,-23.741,-52.072,19.665,-1.345,-0.468,0.278,-45.476,223.062,-38.851,-0.766,-0.037,-0.008,-134.992,107.876,19.597
102960.0,-0.807,0.022,-0.498,-7.586,-42.214,4.713,-0.773,-0.154,-0.542,-15.666,-53.255,14.013,-1.511,-0.442,0.232,-46.2,228.83,-38.92,-0.798,-0.097,-0.059,-138.076,131.047,16.826
102980.0,-0.877,-0.087,-0.501,-12.95,-40.95,7.42,-0.765,-0.017,-0.57,-10.165,-54.226,12.541,-1.555,-0.281,0.196,-69.383,236.982,-37.532,-0.923,-0.135,-0.092,-136.805,154.88,18.644
103000.0,-0.814,-0.141,-0.482,-6.969,-51.248,8.862,-0.81,0.079,-0.538,-14.27,-49.556,14.682,-1.664,-0.337,0.155,-131.99,250.321,-34.402,-1.064,-0.314,-0.008,-96.749,184.418,29.379
103020.0,-0.645,-0.182,-0.526,-0.772,-51.493,11.471,-0.86,-0.004,-0.512,-21.009,-50.955,12.645,-1.754,-0.667,0.173,-135.563,262.251,-29.397,-1.248,-0.318,0.004,-36.101,218.166,35.593
103040.0,-0.753,-0.127,-0.505,4.39,-38.073,11.271,-0.841,-0.053,-0.533,-15.757,-53.209,9.179,-1.83,-0.914,0.145,-56.736,273.837,-31.846,-1.354,-0.081,-0.122,-25.688,245.282,32.799
103060.0,-0.958,0.075,-0.35,3.24,-33.755,21.266,-0.809,0.01,-0.523,-9.896,-52.964,9.148,-1.873,-0.838,-0.01,54.18,292.18,-45.64,-1.542,-0.014,-0.271,-78.19,241.08,21.77
103080.0,-1.105,-0.012,-0.392,-0.249,-39.163,26.643,-0.857,0.014,-0.467,-11.456,-53.778,8.451,-2.04,-0.581,-0.11,101.235,291.493,-60.984,-1.699,-0.139,-0.35,-114.608,253.337,20.23
103100.0,-0.988,-0.061,-0.437,3.169,-56.979,25.02,-0.917,-0.031,-0.418,-11.694,-54.85,6.61,-1.976,-0.448,-0.093,97.523,283.377,-77.098,-1.885,-0.309,-0.273,-116.303,268.655,28.105
103120.0,-0.789,-0.029,-0.432,2.973,-52.199,26.963,-0.948,-0.038,-0.425,-12.603,-57.989,7.314,-1.874,-0.511,-0.219,109.887,294.8,-84.579,-1.999,-0.294,-0.262,-112.698,273.761,32.783
103140.0,-0.911,0.004,-0.381,1.117,-47.234,28.796,-0.878,-0.011,-0.452,-9.607,-58.521,11.661,-1.965,-0.571,-0.49,183.221,366.379,-85.82,-2.032,-0.126,-0.301,-139.65,275.1,35.84
103160.0,-1.197,0.142,-0.264,1.482,-49.202,33.781,-0.819,0.027,-0.435,-6.684,-56.463,15.955,-2.385,-0.588,-0.642,211.755,301.683,-94.938,-2.093,-0.232,-0.287,-172.073,271.026,42.821
103180.0,-1.125,0.094,-0.386,-7.743,-58.925,29.993,-0.863,0.013,-0.393,-5.178,-52.938,15.58,-2.0,-0.445,-0.403,206.007,260.426,-114.634,-2.189,-0.318,-0.423,-199.78,275.73,46.76
103200.0,-0.891,-0.019,-0.254,-8.82,-56.8,23.903,-0.999,0.018,-0.305,-3.582,-53.112,11.932,-1.82,-0.21,-0.354,166.393,259.071,-136.942,-2.35,-0.313,-0.697,-236.578,269.666,46.039
103220.0,-0.937,0.056,-0.317,0.387,-57.627,27.39,-1.019,0.052,-0.322,-3.889,-56.656,10.972,-1.869,-0.101,-0.274,111.405,234.409,-151.127,-2.246,-0.467,-0.597,-255.15,244.37,54.88
103240.0,-0.974,0.125,-0.253,-2.35,-63.144,32.207,-0.975,0.032,-0.361,-4.696,-58.435,11.338,-1.689,0.041,0.064,56.75,200.115,-158.373,-2.107,-0.724,-0.456,-190.26,255.36,73.71
103260.0,-1.043,0.108,-0.221,-8.774,-64.242,31.971,-0.882,0.024,-0.337,-1.844,-59.324,10.434,-1.5,0.117,0.398,-13.708,183.69,-154.735,-2.206,-0.623,-0.668,-154.328,261.853,71.995
103280.0,-1.004,0.026,-0.275,-9.284,-61.294,27.673,-0.894,0.02,-0.297,4.461,-59.519,6.647,-1.391,0.048,0.62,-54.649,153.944,-141.211,-2.109,-0.534,-0.724,-136.99,259.28,69.65
103300.0,-0.977,0.021,-0.252,-2.901,-58.559,27.81,-1.004,0.057,-0.2,7.405,-59.582,1.376,-1.054,-0.064,0.759,-46.806,119.445,-123.433,-1.847,-0.575,-0.391,-69.724,262.654,76.689
103320.0,-0.976,0.069,-0.193,3.195,-58.951,30.812,-1.048,0.206,-0.159,-2.53,-62.679,2.958,-0.722,-0.02,0.855,-21.804,102.227,-102.806,-1.701,-0.235,-0.126,-30.19,256.858,77.275
103340.0,-0.996,0.239,-0.158,-1.696,-61.961,31.887,-1.058,0.172,-0.204,-18.806,-63.519,7.675,-0.664,0.084,0.891,-20.598,85.655,-81.152,-1.508,0.089,0.133,-74.722,217.061,60.705
103360.0,-1.045,0.263,-0.092,-14.174,-67.366,32.688,-1.033,0.026,-0.233,-22.726,-59.868,8.063,-0.565,0.005,0.884,-13.622,52.31,-59.845,-1.346,0.041,0.268,-150.22,186.76,55.16
103380.0,-1.042,0.131,-0.105,-14.637,-67.876,30.693,-0.917,-0.02,-0.182,-18.623,-51.29,5.479,-0.445,-0.091,0.853,47.55,25.28,-33.791,-1.328,-0.121,0.393,-177.63,145.133,56.829
103400.0,-1.02,-0.01,-0.117,-3.392,-64.175,26.519,-0.917,0.053,-0.116,-15.452,-50.199,5.336,-0.38,0.053,0.83,92.562,-0.853,-11.004,-1.231,-0.097,0.516,-184.504,88.897,52.076
103420.0,-1.019,0.166,-0.015,5.7,-59.972,25.721,-0.956,0.075,-0.11,-15.396,-48.698,5.494,-0.395,0.111,0.827,106.621,-24.993,10.882,-0.978,-0.052,0.675,-181.132,62.254,48.956
103440.0,-0.992,0.268,-0.005,0.063,-56.699,26.359,-0.98,0.079,-0.069,-6.188,-42.159,3.683,-0.572,0.053,0.683,132.554,-47.137,33.83,-0.763,-0.108,0.804,-158.06,29.4,46.55
103460.0,-0.931,0.263,-0.038,-13.24,-51.079,27.624,-1.062,0.138,-0.01,2.444,-40.985,1.755,-0.666,0.162,0.592,152.04,-75.39,61.81,-0.646,-0.178,0.846,-114.92,9.016,45.51
103480.0,-0.947,0.182,-0.05,-22.823,-43.527,25.884,-1.072,0.088,-0.099,3.294,-45.078,3.77,-0.785,0.284,0.495,129.64,-101.92,97.23,-0.567,-0.159,0.819,-80.075,-20.782,37.432
103500.0,-0.927,0.176,0.066,-21.079,-36.814,26.365,-1.016,0.083,-0.037,6.489,-41.769,1.245,-0.953,0.079,0.486,102.964,-118.519,126.945,-0.491,-0.179,0.757,-63.491,-45.091,19.342
103520.0,-1.007,0.206,0.156,-19.688,-33.152,25.912,-0.974,0.112,0.026,0.869,-36.364,-0.779,-1.087,-0.158,0.349,118.487,-128.558,160.417,-0.426,-0.226,0.643,-39.445,-73.052,-1.011
103540.0,-1.058,0.175,-0.018,-20.043,-25.422,19.726,-0.971,0.097,-0.024,-22.047,-27.794,3.741,-1.273,-0.113,0.277,142.339,-133.209,196.022,-0.49,-0.206,0.516,-21.69,-116.742,-15.654
103560.0,-0.985,0.239,0.016,-15.526,-18.332,14.846,-0.989,0.008,-0.012,-19.719,-25.489,-2.642,-1.483,0.041,0.307,119.555,-146.111,226.812,-0.577,-0.267,0.381,-8.826,-127.377,-31.746
103580.0,-0.963,0.251,0.001,-14.192,-16.323,13.414,-0.978,-0.001,0.067,-6.992,-20.226,-17.025,-1.67,0.026,0.326,81.903,-136.982,252.972,-0.62,-0.426,0.228,16.28,-140.158,-58.032
103600.0,-0.961,0.175,0.048,-8.963,-16.405,13.286,-0.971,0.058,0.024,0.463,-9.646,-0.299,-2.04,-0.056,0.257,57.955,-140.067,278.377,-0.696,-0.442,0.162,57.189,-151.801,-78.746
103620.0,-0.986,0.29,0.055,-11.885,-12.763,15.63,-0.961,0.07,0.036,0.212,1.875,-1.665,-2.343,-0.154,0.145,41.951,-161.468,293.469,-0.898,-0.337,0.111,92.026,-162.843,-90.805
103640.0,-0.997,0.316,0.01,-25.572,-9.563,17.041,-0.936,0.03,0.104,2.253,12.651,-3.184,-2.389,-0.172,0.063,28.453,-159.961,306.663,-1.183,-0.211,-0.035,83.514,-176.108,-114.237
103660.0,-0.979,0.187,0.052,-27.139,-6.76,14.582,-0.998,0.009,0.021,7.649,18.848,-3.452,-2.428,-0.151,0.011,14.481,-154.142,316.052,-1.559,-0.185,-0.266,29.487,-214.846,-155.899
103680.0,-0.92,0.223,0.033,-19.119,-3.359,15.28,-0.994,0.117,0.016,11.324,28.076,-4.911,-2.511,-0.156,-0.06,-5.365,-149.848,320.804,-1.666,-0.252,-0.238,4.325,-242.093,-195.004
103700.0,-0.978,0.185,0.107,-18.64,0.974,12.874,-1.069,0.148,0.077,4.376,39.156,-5.389,-2.409,-0.163,-0.062,-19.6,-158.472,323.76,-1.792,-0.379,-0.152,15.975,-232.47,-234.164
103720.0,-0.938,0.237,0.121,-10.533,6.273,12.152,-1.359,0.198,0.076,2.272,35.864,-4.487,-2.213,-0.129,-0.033,-31.306,-151.54,322.566,-2.464,-0.301,-0.382,-3.64,-256.165,-288.952
103740.0,-1.016,0.224,-0.016,-12.999,5.716,13.485,-1.121,0.162,0.084,-9.087,43.148,-1.228,-2.127,-0.08,-0.033,-52.431,-142.3,315.765,-2.399,-0.3,-0.477,-24.611,-278.935,-340.996
103760.0,-1.02,0.37,-0.052,-16.247,-0.046,11.652,-1.108,0.065,0.121,-5.95,56.42,-8.75,-2.081,-0.05,-0.049,-78.55,-142.443,300.633,-1.894,-0.698,-0.221,35.429,-229.721,-346.624
103780.0,-0.991,0.243,0.008,-17.583,-4.16,8.31,-1.131,0.067,-0.016,-2.52,57.54,-12.67,-2.003,-0.039,-0.057,-95.495,-145.542,279.46,-1.912,-0.778,-0.193,173.362,-180.366,-309.539
103800.0,-1.003,0.191,0.03,-8.27,-5.221,6.381,-1.121,-0.022,-0.235,4.62,53.9,-12.53,-1.904,-0.072,-0.1,-102.644,-147.983,258.887,-1.928,-0.662,-0.278,246.913,-161.457,-266.271
103820.0,-0.99,0.287,0.026,-9.659,-1.201,7.824,-1.072,-0.063,-0.358,7.34,39.729,-14.246,-1.765,-0.109,-0.141,-94.603,-142.326,242.665,-1.892,-0.677,-0.333,271.922,-149.006,-233.776
103840.0,-1.016,0.249,0.023,-9.128,-2.201,4.069,-0.729,-0.125,-0.35,12.342,9.472,-20.481,-1.574,-0.124,-0.144,-78.888,-138.809,230.063,-1.928,-0.776,-0.378,290.562,-136.19,-203.302
103860.0,-0.997,0.275,0.013,-2.388,-1.26,-1.506,-0.965,0.375,0.12,11.947,10.347,-19.124,-1.394,-0.162,-0.066,-71.151,-135.652,217.956,-1.969,-0.708,-0.436,297.408,-134.484,-172.038
103880.0,-0.99,0.245,0.025,7.372,-1.413,-5.361,-0.645,0.21,0.004,-49.996,-32.735,-13.718,-1.178,-0.228,0.031,-64.592,-134.685,203.318,-1.876,-0.393,-0.44,279.849,-143.168,-151.264
103900.0,-0.975,0.286,0.042,13.272,-2.623,-9.043,-0.724,-0.093,-0.286,-46.483,-53.306,-10.156,-0.985,-0.307,0.088,-41.962,-139.486,186.961,-1.692,-0.109,-0.34,206.205,-153.16,-146.755
103920.0,-0.932,0.407,0.067,11.534,-0.799,-11.58,-0.801,-0.006,-0.34,-19.197,-61.579,-6.72,-0.632,-0.298,0.07,-5.619,-113.97,172.402,-1.415,0.042,-0.194,91.465,-165.762,-158.203
103940.0,-1.012,0.307,-0.033,-1.68,0.98,-14.14,-0.825,0.104,-0.27,-10.591,-69.113,-1.257,-0.451,-0.065,0.174,17.354,-90.866,143.714,-1.114,-0.104,-0.054,36.314,-163.503,-171.156
103960.0,-0.996,0.268,0.002,-3.57,-1.33,-12.88,-0.823,0.081,-0.222,-11.682,-78.756,2.583,-0.371,0.215,0.299,-25.72,-71.732,116.212,-0.98,-0.255,0.064,32.055,-132.869,-169.872
103980.0,-0.998,0.168,0.024,0.731,-2.62,-12.079,-0.854,-0.03,-0.309,-14.3,-78.172,1.114,-0.358,0.203,0.441,-118.752,-56.868,84.023,-0.984,-0.244,0.156,65.622,-107.22,-152.181
104000.0,-0.978,0.235,0.066,9.31,-3.36,-11.9,-1.114,0.042,-0.861,2.719,-68.559,-4.927,-0.293,-0.047,0.416,-132.355,-43.619,54.339,-0.965,-0.148,0.2,82.122,-91.003,-134.548
104020.0,-0.98,0.286,0.017,5.18,-1.12,-13.23,-1.168,0.388,-1.307,66.115,-54.141,-2.424,-0.254,-0.065,0.496,-107.738,-33.377,34.515,-0.832,-0.117,0.22,83.186,-74.882,-123.001
104040.0,-0.985,0.244,0.035,5.825,-0.333,-18.147,-0.683,0.006,-0.021,34.411,-11.436,6.64,-0.247,0.089,0.586,-121.151,-30.62,14.711,-0.699,-0.201,0.336,89.305,-46.656,-108.968
104060.0,-1.003,0.139,0.04,11.913,1.401,-20.961,-1.493,0.155,0.75,-6.751,-12.563,-15.796,-0.102,0.063,0.718,-130.302,-34.252,6.32,-0.684,-0.28,0.429,138.309,-12.999,-86.132
104080.0,-1.052,0.185,0.004,26.235,-0.903,-24.209,-1.028,0.022,-0.113,6.813,-52.196,-28.555,0.001,0.039,0.796,-125.638,-13.826,1.612,-0.683,-0.208,0.488,183.714,0.284,-66.986
104100.0,-0.998,0.178,0.026,33.063,1.14,-29.048,-0.982,0.192,-0.1,8.417,-35.253,-22.201,-0.001,0.021,0.81,-114.17,-0.721,-3.187,-0.571,-0.06,0.556,207.551,20.941,-53.616
104120.0,-1.026,0.25,0.054,37.328,4.161,-39.07,-1.099,0.189,0.072,-4.817,-27.27,-19.609,-0.02,0.008,0.802,-99.165,0.821,-10.168,-0.585,0.001,0.585,206.827,34.38,-42.604
104140.0,-1.025,0.286,0.126,39.419,13.922,-48.174,-1.164,0.037,0.063,-5.232,-44.467,-21.192,-0.027,0.022,0.798,-77.839,1.56,-16.322,-0.667,0.086,0.611,193.678,32.485,-30.562
104160.0,-1.006,0.161,0.117,34.795,24.67,-55.799,-1.079,-0.02,-0.105,6.301,-34.099,-19.029,-0.053,0.06,0.81,-62.336,0.191,-17.925,-0.665,0.184,0.648,148.488,19.734,-22.994
104180.0,-1.055,0.032,0.129,28.85,37.792,-55.202,-1.027,-0.107,0.1,10.779,-28.155,-17.194,-0.093,0.055,0.819,-51.051,1.233,-14.556,-0.606,0.203,0.683,110.306,6.962,-22.061
104200.0,-1.231,0.134,0.149,19.473,37.148,-53.57,-1.056,-0.18,0.071,18.196,-35.813,-20.921,-0.147,0.034,0.753,-33.743,4.723,-11.665,-0.46,0.121,0.758,73.592,-21.255,-22.237
104220.0,-1.133,0.274,-0.053,3.207,39.794,-46.454,-1.042,0.035,0.087,4.235,-29.254,-11.481,-0.186,0.046,0.738,-27.757,5.558,-12.051,-0.367,0.049,0.782,65.07,1.002,-16.861
104240.0,-0.939,0.201,-0.142,-27.759,27.935,-38.455,-1.059,0.014,-0.035,-5.216,-27.459,-7.473,-0.225,0.113,0.831,-30.341,4.722,-17.705,-0.421,-0.001,0.712,51.943,-7.881,-11.052
104260.0,-0.865,0.229,-0.023,-35.359,13.219,-22.827,-1.045,-0.004,-0.0,-12.114,-30.756,-6.234,-0.258,0.092,0.839,-36.275,5.104,-22.572,-0.426,-0.01,0.701,37.113,-13.514,-8.025
104280.0,-0.974,0.015,0.16,-44.819,-11.987,-6.95,-1.018,0.031,0.018,-23.359,-38.966,-6.503,-0.258,0.089,0.805,-31.156,6.566,-24.982,-0.388,-0.057,0.694,22.954,-16.926,-7.597
104300.0,-0.95,-0.316,0.023,-20.424,-68.658,-0.047,-0.966,0.071,0.029,-35.752,-34.643,-5.966,-0.304,0.141,0.786,-30.819,3.298,-26.387,-0.372,-0.156,0.697,27.06,-12.17,-1.023
104320.0,-0.824,-0.147,-0.217,63.852,-103.798,13.882,-0.977,-0.092,0.26,-51.098,-24.628,-6.836,-0.213,0.155,0.838,-39.079,-2.112,-21.865,-0.476,-0.13,0.649,26.53,-9.24,7.42
104340.0,-1.578,0.281,0.17,79.553,-100.506,40.58,-1.027,-0.24,0.261,-37.118,-17.983,-1.212,-0.27,0.203,0.859,-57.186,-5.719,-15.357,-0.514,-0.072,0.682,-1.313,-11.813,7.372
104360.0,-1.067,-0.104,-0.283,29.683,-57.894,43.917,-0.908,-0.148,0.127,-14.919,-8.49,6.77,-0.411,0.177,0.823,-76.836,-8.604,-13.235,-0.487,-0.121,0.726,-20.277,-12.841,3.834
104380.0,-0.686,-0.191,0.108,31.932,-64.811,36.445,-0.975,0.023,0.121,-5.995,-3.461,-0.007,-0.504,0.073,0.816,-70.77,-11.62,-12.04,-0.452,-0.27,0.767,-0.611,-2.845,7.84
104400.0,-1.118,0.186,0.378,31.374,-63.003,29.084,-0.962,0.169,0.131,-0.12,7.357,-3.409,-0.437,0.017,0.913,-48.056,-14.878,-12.748,-0.561,-0.179,0.758,31.57,-3.15,17.557
104420.0,-1.223,0.155,-0.712,-47.846,-0.713,16.33,-1.013,-0.098,0.252,-6.078,14.302,-3.348,-0.4,0.024,0.852,-19.674,-22.49,-16.493,-0.538,-0.06,0.719,22.889,-14.06,12.524
104440.0,-0.964,-0.03,0.265,-8.134,-35.837,4.77,-1.023,-0.242,0.25,-1.547,18.764,-2.39,-0.345,0.023,0.762,4.309,-22.923,-22.727,-0.376,-0.056,0.732,17.688,-15.0,5.11
104460.0,-0.964,0.04,0.287,-4.037,-6.512,5.122,-0.956,-0.122,0.055,9.982,18.69,1.688,-0.359,0.059,0.74,19.315,-24.144,-25.82,-0.334,-0.122,0.746,32.709,-8.88,4.612
104480.0,-0.909,0.036,0.233,17.469,8.658,4.997,-0.778,-0.011,-0.045,9.608,26.47,9.644,-0.281,0.109,0.801,30.345,-20.366,-22.659,-0.392,-0.134,0.714,59.849,-2.946,9.168
104500.0,-0.943,0.188,0.213,22.578,15.157,-4.885,-0.819,0.032,0.293,15.659,58.615,10.305,-0.213,0.135,0.885,35.894,-12.62,-21.05,-0.424,-0.127,0.725,71.914,3.465,14.579
104520.0,-0.849,0.469,0.182,8.564,26.488,-11.281,-1.14,0.095,0.271,16.374,49.0,5.962,-0.198,0.153,0.897,32.41,-12.11,-19.18,-0.466,-0.115,0.76,76.414,5.254,17.444
104540.0,-0.764,0.518,0.262,-21.46,41.786,-17.282,-1.076,0.077,-0.009,-4.894,46.198,8.12,-0.243,0.147,0.91,29.552,-12.359,-19.763,-0.489,-0.067,0.762,74.299,2.363,17.328
104560.0,-0.899,0.044,0.148,-46.375,65.148,-21.386,-0.864,-0.301,-0.095,-2.942,66.239,6.176,-0.283,0.155,0.951,20.489,-14.834,-18.64,-0.448,-0.08,0.731,71.165,0.937,17.802
104580.0,-0.932,-0.001,-0.05,-18.577,73.56,-28.459,-0.782,-0.034,-0.095,56.172,71.686,-8.15,-0.273,0.125,1.041,9.733,-20.033,-15.501,-0.435,-0.076,0.71,81.147,1.664,19.963
104600.0,-1.238,0.268,0.195,-1.452,74.305,-29.924,-0.925,0.306,-0.086,21.371,75.899,-22.896,-0.271,0.052,1.07,10.805,-20.575,-10.872,-0.455,-0.031,0.744,83.054,-0.243,24.554
104620.0,-0.994,0.24,-0.074,-12.391,55.595,-24.181,-1.106,-0.111,-0.072,-17.079,70.857,-18.123,-0.274,0.041,1.029,17.625,-17.642,-7.278,-0.56,0.036,0.726,60.628,-12.158,25.513
104640.0,-0.955,0.135,-0.084,-34.849,58.208,-20.731,-1.181,-0.333,-0.147,37.121,42.684,-10.535,-0.267,0.051,1.04,20.362,-18.707,-3.817,-0.544,0.054,0.772,13.849,-19.63,21.785
